Date,Open,High,Low,Close,Adj Close,Volume,ticker
2020-10-03,0.0,0.0,0.0,0.0,0.0,9065,SHIB-USD
2020-10-04,0.0,0.0,0.0,0.0,0.0,9203,SHIB-USD
2020-10-05,0.0,0.0,0.0,0.0,0.0,2628,SHIB-USD
2020-10-06,0.0,0.0,0.0,0.0,0.0,3932,SHIB-USD
2020-10-07,0.0,0.0,0.0,0.0,0.0,5086,SHIB-USD
2020-10-08,0.0,0.0,0.0,0.0,0.0,748,SHIB-USD
2020-10-09,0.0,0.0,0.0,0.0,0.0,1197,SHIB-USD
2020-10-10,0.0,0.0,0.0,0.0,0.0,304,SHIB-USD
2020-10-11,0.0,0.0,0.0,0.0,0.0,10,SHIB-USD
2020-10-12,0.0,0.0,0.0,0.0,0.0,109,SHIB-USD
2020-10-13,0.0,0.0,0.0,0.0,0.0,1214,SHIB-USD
2020-10-14,0.0,0.0,0.0,0.0,0.0,53,SHIB-USD
2020-10-15,0.0,0.0,0.0,0.0,0.0,25,SHIB-USD
2020-10-16,0.0,0.0,0.0,0.0,0.0,179,SHIB-USD
2020-10-17,0.0,0.0,0.0,0.0,0.0,45,SHIB-USD
2020-10-18,0.0,0.0,0.0,0.0,0.0,4,SHIB-USD
2020-10-19,0.0,0.0,0.0,0.0,0.0,58,SHIB-USD
2020-10-20,0.0,0.0,0.0,0.0,0.0,514,SHIB-USD
2020-10-21,0.0,0.0,0.0,0.0,0.0,534,SHIB-USD
2020-10-22,0.0,0.0,0.0,0.0,0.0,28,SHIB-USD
2020-10-23,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-10-24,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-10-25,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-10-26,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-10-27,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-10-28,0.0,0.0,0.0,0.0,0.0,460,SHIB-USD
2020-10-29,0.0,0.0,0.0,0.0,0.0,13,SHIB-USD
2020-10-30,0.0,0.0,0.0,0.0,0.0,84,SHIB-USD
2020-10-31,0.0,0.0,0.0,0.0,0.0,171,SHIB-USD
2020-11-01,0.0,0.0,0.0,0.0,0.0,1,SHIB-USD
2020-11-02,0.0,0.0,0.0,0.0,0.0,662,SHIB-USD
2020-11-03,0.0,0.0,0.0,0.0,0.0,429,SHIB-USD
2020-11-04,0.0,0.0,0.0,0.0,0.0,36,SHIB-USD
2020-11-05,0.0,0.0,0.0,0.0,0.0,199,SHIB-USD
2020-11-06,0.0,0.0,0.0,0.0,0.0,11,SHIB-USD
2020-11-07,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-11-08,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-11-09,0.0,0.0,0.0,0.0,0.0,62,SHIB-USD
2020-11-10,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-11-11,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-11-12,0.0,0.0,0.0,0.0,0.0,1374,SHIB-USD
2020-11-13,0.0,0.0,0.0,0.0,0.0,713,SHIB-USD
2020-11-14,0.0,0.0,0.0,0.0,0.0,136,SHIB-USD
2020-11-15,0.0,0.0,0.0,0.0,0.0,10,SHIB-USD
2020-11-16,0.0,0.0,0.0,0.0,0.0,36,SHIB-USD
2020-11-17,0.0,0.0,0.0,0.0,0.0,9,SHIB-USD
2020-11-18,0.0,0.0,0.0,0.0,0.0,9,SHIB-USD
2020-11-19,0.0,0.0,0.0,0.0,0.0,2,SHIB-USD
2020-11-20,0.0,0.0,0.0,0.0,0.0,158,SHIB-USD
2020-11-21,0.0,0.0,0.0,0.0,0.0,60,SHIB-USD
2020-11-22,0.0,0.0,0.0,0.0,0.0,83,SHIB-USD
2020-11-23,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-11-24,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-11-25,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-11-26,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-11-27,0.0,0.0,0.0,0.0,0.0,9,SHIB-USD
2020-11-28,0.0,0.0,0.0,0.0,0.0,1380,SHIB-USD
2020-11-29,0.0,0.0,0.0,0.0,0.0,8,SHIB-USD
2020-11-30,0.0,0.0,0.0,0.0,0.0,154,SHIB-USD
2020-12-01,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-12-02,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-12-03,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-12-04,0.0,0.0,0.0,0.0,0.0,36,SHIB-USD
2020-12-05,0.0,0.0,0.0,0.0,0.0,12,SHIB-USD
2020-12-06,0.0,0.0,0.0,0.0,0.0,6,SHIB-USD
2020-12-07,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-12-08,0.0,0.0,0.0,0.0,0.0,20,SHIB-USD
2020-12-09,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-12-10,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-12-11,0.0,0.0,0.0,0.0,0.0,71,SHIB-USD
2020-12-12,0.0,0.0,0.0,0.0,0.0,6,SHIB-USD
2020-12-13,0.0,0.0,0.0,0.0,0.0,21,SHIB-USD
2020-12-14,0.0,0.0,0.0,0.0,0.0,346,SHIB-USD
2020-12-15,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-12-16,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-12-17,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-12-18,0.0,0.0,0.0,0.0,0.0,0,SHIB-USD
2020-12-19,0.0,0.0,0.0,0.0,0.0,13,SHIB-USD
2020-12-20,0.0,0.0,0.0,0.0,0.0,3,SHIB-USD
